Date,Month,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,high_tide_time_1,htl1,high_tide_time_2,htl2,low_tide_time_1,ltl1,low_tide_time_2,ltl2
14,11,3.2,3.1,3.3,3.6,3.9,3.9,3.7,3.4,3.1,2.6,2.1,1.7,1.3,1.1,1.2,1.6,2.3,2.9,3.3,3.6,3.8,3.7,3.6,3.5,05:00,3.9,20:23,3.8,00:55,3.1,13:18,1.1
15,11,3.3,3.2,3.2,3.4,3.7,3.8,3.7,3.5,3.2,2.8,2.4,1.9,1.6,1.3,1.1,1.4,1.9,2.5,2.9,3.3,3.6,3.7,3.7,3.6,05:00,3.8,21:09,3.7,01:36,3.2,13:54,1.1
16,11,3.5,3.3,3.2,3.2,3.4,3.6,3.6,3.4,3.2,3.0,2.6,2.2,1.9,1.6,1.3,1.3,1.6,2.1,2.6,3.0,3.3,3.6,3.7,3.6,22:03,3.7,05:26,3.6,02:25,3.2,14:36,1.3
17,11,3.6,3.5,3.3,3.2,3.2,3.3,3.4,3.3,3.2,3.1,2.9,2.5,2.2,2.0,1.7,1.5,1.5,1.8,2.2,2.6,3.0,3.3,3.6,3.6,23:12,3.6,06:00,3.4,03:26,3.1,15:26,1.4
18,11,3.6,3.6,3.5,3.2,3.1,3.0,3.1,3.1,3.0,3.0,3.0,2.8,2.6,2.4,2.2,1.9,1.7,1.7,2.0,2.3,2.7,3.1,3.4,3.6,,,07:00,3.1,04:46,3.0,16:23,1.6
19,11,3.7,3.7,3.6,3.4,3.1,2.9,2.8,2.8,2.8,2.9,3.0,3.0,3.0,2.8,2.7,2.4,2.1,1.9,1.9,2.1,2.4,2.8,3.2,3.5,01:00,3.7,11:00,3.0,06:35,2.8,17:27,1.8
20,11,3.7,3.8,3.8,3.6,3.3,2.9,2.6,2.4,2.4,2.6,2.8,3.1,3.2,3.2,3.1,2.9,2.6,2.3,2.1,2.0,2.2,2.6,3.0,3.4,01:17,3.8,13:00,3.2,07:26,2.4,18:34,2.0
21,11,3.7,3.8,3.8,3.7,3.4,3.0,2.6,2.2,2.1,2.2,2.5,2.9,3.2,3.4,3.5,3.4,3.2,2.8,2.5,2.2,2.2,2.4,2.8,3.3,02:00,3.8,14:00,3.5,19:40,2.2,08:06,2.1
22,11,3.7,3.8,3.9,3.8,3.6,3.2,2.7,2.2,1.8,1.8,2.0,2.6,3.1,3.5,3.7,3.8,3.7,3.3,3.0,2.6,2.4,2.4,2.7,3.2,02:00,3.9,15:00,3.8,20:39,2.4,08:46,1.7
23,11,3.6,3.9,4.0,3.9,3.7,3.3,2.8,2.3,1.8,1.5,1.5,2.0,2.7,3.3,3.7,3.9,4.0,3.8,3.5,3.1,2.8,2.6,2.6,3.0,02:03,4.0,16:00,4.0,21:33,2.6,09:27,1.4
24,11,3.5,3.9,4.0,4.0,3.8,3.5,3.0,2.4,1.9,1.5,1.2,1.4,2.1,2.9,3.5,3.8,4.1,4.1,3.9,3.6,3.3,3.0,2.8,2.8,17:00,4.1,02:01,4.0,22:24,2.7,10:09,1.2
25,11,3.3,3.8,4.1,4.1,3.9,3.7,3.2,2.7,2.1,1.6,1.1,0.9,1.3,2.2,3.0,3.6,3.9,4.1,4.1,3.9,3.7,3.4,3.1,2.9,02:21,4.1,18:00,4.1,23:12,2.9,10:53,0.9
26,11,3.0,3.6,4.1,4.2,4.1,3.8,3.5,3.0,2.4,1.8,1.3,0.9,0.8,1.4,2.3,3.1,3.6,4.0,4.2,4.1,3.9,3.7,3.5,3.2,03:00,4.2,18:24,4.2,23:59,3.0,11:36,0.8
27,11,3.0,3.2,3.8,4.2,4.2,4.0,3.7,3.3,2.7,2.1,1.6,1.1,0.7,0.8,1.5,2.4,3.2,3.6,4.0,4.2,4.1,3.9,3.7,3.4,04:00,4.2,19:16,4.2,,,12:20,0.6
28,11,3.1,3.0,3.3,3.9,4.2,4.1,3.9,3.6,3.1,2.5,1.9,1.4,0.9,0.6,0.9,1.7,2.6,3.2,3.7,4.0,4.1,4.0,3.8,3.6,04:15,4.2,20:04,4.1,00:47,3.0,13:04,0.6
29,11,3.4,3.1,3.0,3.4,3.9,4.0,4.0,3.7,3.4,3.0,2.4,1.8,1.3,0.8,0.7,1.1,1.9,2.7,3.3,3.7,4.0,4.1,3.9,3.7,21:00,4.1,05:04,4.0,01:34,3.0,13:49,0.7
30,11,3.5,3.2,3.0,3.0,3.4,3.7,3.9,3.8,3.6,3.3,2.8,2.3,1.8,1.3,0.9,0.9,1.4,2.1,2.8,3.3,3.7,3.9,4.0,3.8,22:00,4.0,06:03,3.9,02:25,3.0,14:35,0.9
1,12,3.6,3.4,3.1,2.9,2.9,3.2,3.5,3.6,3.6,3.5,3.2,2.8,2.3,1.9,1.5,1.2,1.2,1.6,2.3,2.9,3.4,3.7,3.9,3.9,22:22,3.9,07:29,3.6,03:21,2.9,15:24,1.1
2,12,3.7,3.5,3.3,2.9,2.7,2.7,2.9,3.2,3.4,3.5,3.4,3.2,2.8,2.5,2.1,1.7,1.5,1.5,1.9,2.5,3.0,3.5,3.8,3.9,23:11,3.9,09:05,3.5,04:28,2.7,16:18,1.5
3,12,3.9,3.7,3.5,3.1,2.8,2.5,2.4,2.6,2.9,3.2,3.4,3.4,3.2,3.0,2.7,2.3,2.0,1.8,1.8,2.1,2.7,3.2,3.6,3.9,23:59,3.9,11:00,3.4,05:45,2.4,17:18,1.8
4,12,3.9,3.9,3.7,3.3,2.9,2.5,2.2,2.1,2.3,2.7,3.1,3.3,3.4,3.4,3.2,2.9,2.5,2.2,2.1,2.1,2.4,2.9,3.4,3.8,,,12:08,3.4,06:53,2.1,18:23,2.1
5,12,3.9,4.0,3.9,3.6,3.1,2.6,2.2,1.9,1.8,2.0,2.6,3.1,3.4,3.5,3.5,3.4,3.1,2.7,2.5,2.4,2.4,2.7,3.2,3.7,01:00,4.0,14:00,3.5,19:29,2.3,07:47,1.8
6,12,4.0,4.0,4.0,3.8,3.4,2.8,2.3,1.9,1.6,1.5,1.9,2.6,3.1,3.5,3.7,3.7,3.5,3.2,2.9,2.7,2.6,2.6,2.9,3.5,01:03,4.0,15:00,3.7,20:27,2.6,08:35,1.5
7,12,3.9,4.1,4.0,3.9,3.6,3.1,2.5,2.0,1.6,1.3,1.4,1.9,2.7,3.2,3.6,3.8,3.8,3.6,3.3,3.1,2.9,2.8,2.9,3.2,01:19,4.1,16:00,3.8,21:19,2.8,09:18,1.3
8,12,3.7,4.1,4.1,4.0,3.7,3.3,2.8,2.2,1.7,1.3,1.1,1.4,2.1,2.8,3.3,3.7,3.8,3.8,3.6,3.4,3.2,3.1,3.0,3.1,02:00,4.1,16:24,3.9,22:00,3.0,09:59,1.1
9,12,3.5,3.9,4.1,4.0,3.8,3.5,3.0,2.4,1.9,1.5,1.1,1.1,1.5,2.3,3.0,3.4,3.7,3.9,3.8,3.7,3.5,3.4,3.2,3.1,02:04,4.1,17:15,3.9,22:51,3.1,10:37,1.1
10,12,3.3,3.7,4.0,4.0,3.9,3.6,3.2,2.7,2.2,1.7,1.3,1.0,1.2,1.8,2.5,3.1,3.5,3.8,3.9,3.8,3.7,3.6,3.4,3.2,03:00,4.0,18:05,3.9,23:32,3.2,11:14,1.0
11,12,3.2,3.5,3.9,4.0,3.9,3.7,3.4,2.9,2.4,1.9,1.5,1.1,1.0,1.3,2.0,2.7,3.2,3.6,3.8,3.9,3.8,3.7,3.5,3.4,03:00,4.0,19:00,3.9,,,11:49,1.0
12,12,3.2,3.3,3.6,3.9,3.9,3.7,3.5,3.1,2.7,2.2,1.7,1.3,1.0,1.1,1.6,2.3,2.9,3.3,3.7,3.9,3.9,3.8,3.6,3.5,04:00,3.9,20:00,3.9,00:12,3.2,12:23,1.0
13,12,3.3,3.2,3.3,3.7,3.8,3.7,3.6,3.3,2.9,2.5,2.0,1.5,1.2,1.0,1.3,1.9,2.5,3.1,3.5,3.8,3.9,3.9,3.7,3.5,20:11,3.9,04:07,3.8,,3.2,12:57,1.0
14,12,3.3,3.1,3.1,3.4,3.6,3.7,3.6,3.4,3.2,2.8,2.3,1.8,1.4,1.1,1.1,1.5,2.2,2.8,3.2,3.6,3.8,3.9,3.8,3.6,21:00,3.9,05:00,3.7,01:32,3.1,13:33,1.1
15,12,3.4,3.2,3.0,3.1,3.3,3.5,3.5,3.4,3.3,3.1,2.6,2.2,1.8,1.4,1.2,1.4,1.8,2.5,3.0,3.4,3.7,3.9,3.8,3.7,21:21,3.9,06:00,3.5,02:16,3.0,14:13,1.2
16,12,3.5,3.3,3.0,2.9,3.0,3.2,3.3,3.4,3.3,3.2,3.0,2.6,2.2,1.9,1.6,1.4,1.7,2.2,2.7,3.1,3.5,3.7,3.8,3.7,22:00,3.8,07:00,3.4,03:06,2.9,14:57,1.4
17,12,3.6,3.4,3.1,2.8,2.7,2.8,3.0,3.1,3.2,3.3,3.2,3.0,2.7,2.4,2.1,1.8,1.7,2.0,2.4,2.9,3.3,3.6,3.8,3.8,23:00,3.8,09:10,3.3,04:03,2.7,15:47,1.7
18,12,3.7,3.5,3.3,3.0,2.6,2.5,2.5,2.7,2.9,3.1,3.2,3.3,3.1,2.9,2.6,2.3,2.1,2.0,2.2,2.6,3.0,3.4,3.7,3.8,23:18,3.8,11:00,3.3,05:08,2.5,16:43,2.0
19,12,3.8,3.6,3.4,3.1,2.7,2.4,2.2,2.2,2.4,2.8,3.1,3.3,3.4,3.3,3.2,2.9,2.6,2.4,2.3,2.5,2.8,3.2,3.6,3.8,23:59,3.8,12:05,3.4,17:46,2.3,06:15,2.2
20,12,3.8,3.8,3.6,3.3,2.9,2.4,2.0,1.8,1.9,2.2,2.7,3.1,3.4,3.6,3.6,3.4,3.2,2.9,2.6,2.5,2.7,3.0,3.4,3.7,,,14:00,3.6,18:57,2.5,07:17,1.8
21,12,3.9,3.9,3.8,3.5,3.1,2.6,2.1,1.7,1.5,1.6,2.1,2.7,3.2,3.5,3.8,3.8,3.7,3.4,3.1,2.9,2.7,2.8,3.2,3.6,00:23,3.9,15:00,3.8,20:11,2.7,08:10,1.5
22,12,3.9,4.0,3.9,3.7,3.4,2.9,2.3,1.8,1.3,1.1,1.4,2.0,2.7,3.3,3.7,3.9,4.0,3.8,3.5,3.3,3.1,2.9,3.0,3.4,01:00,4.0,16:00,4.0,21:16,2.9,09:00,1.1
23,12,3.8,4.0,4.0,3.9,3.6,3.2,2.6,2.0,1.5,1.0,0.9,1.3,2.1,2.8,3.4,3.8,4.0,4.1,3.9,3.7,3.5,3.2,3.0,3.1,17:00,4.1,01:18,4.0,22:12,3.0,09:49,0.9
24,12,3.6,4.0,4.1,4.0,3.8,3.5,3.0,2.4,1.8,1.2,0.8,0.7,1.3,2.2,2.9,3.5,3.9,4.1,4.1,4.0,3.8,3.5,3.2,3.0,02:00,4.1,18:00,4.1,23:04,3.0,10:36,0.7
25,12,3.2,3.7,4.1,4.1,3.9,3.7,3.3,2.8,2.2,1.6,1.0,0.6,0.7,1.4,2.3,3.0,3.5,3.9,4.2,4.2,4.0,3.8,3.5,3.1,18:26,4.2,03:00,4.1,23:53,3.0,11:23,0.5
26,12,3.0,3.3,3.8,4.1,4.0,3.9,3.6,3.2,2.6,2.0,1.4,0.8,0.5,0.8,1.6,2.5,3.1,3.6,4.0,4.2,4.1,4.0,3.7,3.4,19:13,4.2,03:20,4.1,,,12:07,0.5
27,12,3.0,2.9,3.3,3.8,4.0,4.0,3.8,3.6,3.1,2.5,1.9,1.3,0.8,0.6,1.0,1.9,2.7,3.3,3.7,4.1,4.2,4.0,3.8,3.5,20:00,4.2,04:12,4.0,00:39,2.9,12:50,0.5
28,12,3.2,2.8,2.9,3.3,3.7,3.9,3.9,3.8,3.5,3.0,2.4,1.8,1.2,0.8,0.8,1.3,2.2,2.9,3.5,3.8,4.1,4.1,3.9,3.6,20:28,4.1,05:15,3.9,01:25,2.8,13:32,0.7
29,12,3.3,2.9,2.7,2.8,3.2,3.6,3.8,3.8,3.7,3.4,2.9,2.3,1.8,1.3,1.0,1.1,1.8,2.5,3.2,3.6,3.9,4.1,3.9,3.7,21:00,4.1,07:00,3.8,02:10,2.6,14:13,1.0
30,12,3.4,3.0,2.7,2.5,2.7,3.1,3.4,3.6,3.7,3.6,3.3,2.8,2.3,1.9,1.5,1.3,1.6,2.2,2.8,3.4,3.8,4.0,4.0,3.8,21:27,4.0,08:00,3.7,02:59,2.5,14:53,1.3
31,12,3.5,3.2,2.8,2.5,2.4,2.5,2.9,3.2,3.5,3.5,3.4,3.2,2.8,2.4,2.0,1.8,1.8,2.0,2.6,3.1,3.6,3.9,3.9,3.8,22:00,3.9,09:00,3.5,03:52,2.4,15:34,1.7
